ID,Label
0,0.04112301005954826
2,0.09310571938805258
4,0.11799429782503805
5,0.05748762762974683
6,0.06279711170059893
7,0.0473401349231705
8,0.0481980310546194
11,0.03958124780611007
12,0.09122940022393973
13,0.04334323371910696
19,0.04219974236306735
22,0.09394813353716204
23,0.056732326631507984
26,0.0807074921916839
28,0.0509568219244665
32,0.04418839006692188
33,0.4170224357228884
35,0.12395912085916157
38,0.04491929368760593
44,0.05540240273225487
45,0.046625544167066324
49,0.06823694361405376
50,0.07179925042751624
53,0.03953767117798008
56,0.04673499092107509
60,0.443543792614757
63,0.04222210938558436
65,0.46314298751271654
66,0.06565123137681293
69,0.05307104256868484
72,0.07343925131483614
77,0.03958419315975708
81,0.4316911302237455
82,0.044881943978121654
84,0.04224340386269392
85,0.38092799412600303
88,0.049187538606213596
91,0.07298280531999406
92,0.03950843033686229
93,0.43007002601832944
95,0.3565051749678659
99,0.05125794345245321
102,0.07860431221129299
106,0.06435186828950855
107,0.0677316306614356
108,0.4064168585494561
109,0.35418939872467353
110,0.38529394863742206
115,0.042941351074444495
118,0.05267250791758649
119,0.0408544062433629
125,0.04238791317096865
127,0.05707762933391084
129,0.3706781472149598
130,0.3444540602177591
134,0.043702667551215574
135,0.04583638694449545
137,0.06432762406735695
142,0.06997536774452291
150,0.04335998393857593
153,0.4473154102986182
155,0.03951889586825042
160,0.0431211165829529
163,0.4325748782797861
168,0.047620769054324615
170,0.059218775179437674
175,0.05995326948413459
177,0.3929481331201818
183,0.43071523299396536
185,0.04934616877331543
187,0.06615650216771082
188,0.05989189994284832
191,0.34911584346545516
192,0.039588229984775805
195,0.03960278416971696
196,0.23991423655210278
197,0.03958867411332802
199,0.41445813741655424
201,0.42760323989509497
202,0.053953150510538055
203,0.07804225501901432
205,0.2290032085808577
209,0.061184983395684844
211,0.05507079494264709
212,0.12556598179634693
213,0.150277428742443
217,0.04446883547988394
218,0.04569188674697976
219,0.07903210324322653
220,0.03949575845681901
221,0.07003114317438523
222,0.039528276530881354
225,0.06652222540861018
227,0.07057764610931554
231,0.4167425581694787
234,0.04867874338756343
236,0.039527536138456686
239,0.461193568869475
240,0.03953939202359671
242,0.04721054314141189
244,0.059567324400738315
246,0.043632555757098554
248,0.06259962269482498
249,0.039521565580396746
252,0.395286107115071
254,0.05541962613261312
255,0.03958654147712824
256,0.4000024290668903
266,0.4386982444971612
268,0.371163313427305
272,0.10071946799275829
275,0.40431877784845477
282,0.3867978571736146
286,0.04292915593230468
287,0.048784849731443106
288,0.04764701248007962
290,0.04903896952994841
292,0.05077127016954311
296,0.045777697904508315
298,0.06468693877592399
300,0.07418354380789814
306,0.039593888521389745
307,0.43843908368662793
308,0.039536034981237186
310,0.3403100280725803
316,0.046628507838909955
317,0.042936749749852544
319,0.08867300708212791
320,0.0478470736836421
321,0.4042567172252003
324,0.03952089012300034
325,0.04782232348916762
330,0.4314765234876979
332,0.03951867074245717
335,0.049500996303468506
336,0.09834193578660827
339,0.05359934513974425
342,0.44682598725754574
343,0.10226101701600775
345,0.05616532341790216
346,0.1149465727078948
352,0.11382304697404666
354,0.04352440860411555
358,0.0664925167013376
361,0.09191502854882422
363,0.03952355996432541
369,0.04298281140487826
370,0.05283903849564569
372,0.11894009715192853
377,0.04643429132142187
382,0.43124107004168144
384,0.0588821542332952
385,0.04215038390558664
387,0.05085165605330257
389,0.03958477356938788
390,0.03961215096198114
391,0.03960239160892134
393,0.045377542535625585
394,0.3816204550178674
395,0.06286264192299361
397,0.05219628028798268
401,0.04806496620019642
405,0.04959226608880939
406,0.05129134471048082
407,0.39822427889011675
408,0.03952898284186399
410,0.11269031617054924
412,0.05181242389618099
415,0.04370079142173014
417,0.0602083862969015
419,0.42843224816500197
420,0.04641234852153618
422,0.059633715781036
424,0.42560437178309535
425,0.05706285904894094
427,0.05661350811229568
428,0.36619084252650064
433,0.05764084383649412
435,0.0395053145744298
436,0.039584700832680696
438,0.21701923406238718
442,0.03962502193367925
444,0.06086870538482578
447,0.39113281687539253
448,0.039505019119224494
454,0.03960008427158678
455,0.04487540837671687
456,0.05535722380509703
459,0.03961130879291454
460,0.049488059351203706
465,0.4117442631376194
466,0.04235879733764
470,0.25380320613213153
471,0.045221099277118544
481,0.03950199449364914
482,0.043823937337184815
483,0.3723628979533635
484,0.0470419728492382
487,0.0559381003834734
490,0.05449834052618007
491,0.053465283226854454
494,0.039584721706006895
496,0.04783955021456782
501,0.046187620542889
502,0.053678799879019225
503,0.06588879234162837
506,0.054842868256650405
510,0.053375450218434956
511,0.04608439538397566
512,0.07824221983984617
514,0.07183671514126963
516,0.44092926775363944
520,0.24078647303897452
525,0.05058070454280083
527,0.38109732829884785
530,0.03958227741609248
533,0.04756749817525363
534,0.08344353406814646
535,0.053375869579047
536,0.040985146109045016
538,0.11089707577101705
541,0.03954438004034343
542,0.0945934882621013
543,0.03949998035493867
545,0.04554161690362223
550,0.07142351680990744
551,0.06439781770303908
553,0.05267250791758649
554,0.10319218962796989
555,0.03950000115317483
556,0.05366632204502311
557,0.04549142520922899
559,0.06372169748340673
561,0.051613383388151794
562,0.043370280082439684
563,0.043763149340753996
565,0.4348869774327467
566,0.059051061617785935
567,0.04416218642433805
569,0.0596345342647862
573,0.4473154102986182
574,0.06808539046728947
575,0.03959177879553614
581,0.04363910647478845
585,0.42204293430081125
588,0.053297867227445866
593,0.41325049815117926
595,0.051349334341015726
596,0.039572384576972146
597,0.041235299794654554
599,0.42424192944104944
600,0.06305375469162919
604,0.418540214194476
608,0.04393733153874115
609,0.06450815618391131
610,0.040925783364087996
612,0.11754799818597342
613,0.061066633385582915
616,0.06366887672585561
617,0.04623872771184706
618,0.10362977613838138
619,0.04316275704139897
620,0.3130656167641927
625,0.0500342150985525
627,0.07143649398206836
628,0.03950000115317483
629,0.052098745945736345
632,0.11273377395079962
636,0.06986420441937616
637,0.05210783995516395
638,0.0395874523248609
641,0.03963341759250635
642,0.04643429132142187
644,0.44154782779069446
647,0.13357214719160548
648,0.059287358551022705
651,0.05575096273070558
654,0.04832097243235626
659,0.04921196186750826
660,0.06196628224967949
662,0.06291120015503364
663,0.0449822978456585
666,0.1717460909728311
674,0.0669227878041683
680,0.03958698377916638
685,0.36516213598364
687,0.0536421846803877
692,0.3929137805679407
694,0.40424910210195225
697,0.07475981731260824
698,0.3599649465815059
701,0.043640876072009234
702,0.04209209025871448
703,0.41838541620876435
706,0.45148766967956894
709,0.04087386222636457
710,0.07498941921877922
711,0.04794392394598608
713,0.04220243406035819
714,0.056256985507823
717,0.04493876989593302
724,0.039599518197417305
726,0.21752337386663093
728,0.37653486035116845
